titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$3.400.000,"85 m²
3 hab.
2 bañ.",85,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-2-banos/11813-M5965769,11813-M5965769,1,1
"Apartamento en Arriendo, Campo Alegre, Medellín",Campo Alegre | Medellín,$2.400.000,"70 m²
2 hab.
2 bañ.
1 par.",70,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-campo-alegre-2-habitaciones-2-banos-1-garajes/19259-M6040759,19259-M6040759,1,2
"Casa en Arriendo, Palmas, Medellín",Palmas | Medellín,$70.000.000,"999 m²
4 hab.
5 bañ.
4 par.",999,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-4-habitaciones-5-banos-4-garajes/19797-M6051683,19797-M6051683,1,3
"Local Comercial en Arriendo, Villa Nueva, Medellín",Villa Nueva | Medellín,$10.000.000,144 m²,144,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-villa-nueva/19474-M5674368,19474-M5674368,1,4
"Apartamento en Arriendo, Los Colores, Medellín",Los Colores | Noroccidente | Medellín,$2.850.000,"60 m²
3 hab.
2 bañ.
1 par.",60,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-3-habitaciones-2-banos-1-garajes/17136-M6065913,17136-M6065913,1,5
"Apartamento en Arriendo, CALASANZ PARTE ALTA, Medellín",CALASANZ PARTE ALTA | Noroccidente | Medellín,$2.250.000,"57 m²
3 hab.
2 bañ.
1 par.",57,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alcazares-3-habitaciones-2-banos-1-garajes/16115-M6034913,16115-M6034913,1,6
"Bodega en Arriendo, Belen, Medellín",Belen | Medellín,$13.500.000,"500 m²
4 bañ.
3 par.",500,,4,3,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-belen-4-banos-3-garajes/17698-M6050281,17698-M6050281,1,7
"Casa en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$9.500.000,"280 m²
4 hab.
2 bañ.
2 par.",280,4,2,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-2-banos-2-garajes/18537-M6039826,18537-M6039826,1,8
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$12.000.000,140 m²,140,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-florida/18537-M5986805,18537-M5986805,1,9
"Apartamento en Arriendo, Loma Del Indio, Medellín",Loma Del Indio | Medellín,$2.150.000,"54 m²
2 hab.
1 bañ.
1 par.",54,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-2-habitaciones-1-banos-1-garajes/16509-M6043919,16509-M6043919,1,10
"Casa en Arriendo, Loma De Los Bernal, Medellín",Loma De Los Bernal | Medellín,$2.300.000,"42 m²
1 hab.
1 bañ.
1 par.",42,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-loma-de-los-bernal-1-habitaciones-1-banos-1-garajes/16509-M6044740,16509-M6044740,1,11
"Apartamento en Arriendo, Las Villas, Medellín",Las Villas | Medellín,$2.750.000,"78 m²
3 hab.
2 bañ.
1 par.",78,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-villas-3-habitaciones-2-banos-1-garajes/16509-M6063309,16509-M6063309,1,12
"Apartamento en Arriendo, Loma De Los Bernal, Medellín",Loma De Los Bernal | Suroccidente | Medellín,$3.800.000,"110 m²
4 hab.
3 bañ.
1 par.",110,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-4-habitaciones-3-banos-1-garajes/2511-M6064733,2511-M6064733,1,13
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$3.500.000,"65 m²
3 hab.
2 bañ.
1 par.",65,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/11166-M6010905,11166-M6010905,1,14
"Apartamento en Arriendo, Belen, Medellín",Belen | Suroccidente | Medellín,$1.900.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-hondonada-3-habitaciones-2-banos-1-garajes/17136-M6067767,17136-M6067767,1,15
"Local Comercial en Arriendo, Las Palmas, Medellín",Las Palmas | Medellín,$2.300.000,"105 m²
2 bañ.",105,,2,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-palmas-2-banos/11166-M6011369,11166-M6011369,1,16
"Oficina en Arriendo, El Nogal, Medellín",El Nogal | Medellín,$9.750.000,"162 m²
1 bañ.",162,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-1-banos/11166-M6011542,11166-M6011542,1,17
"Oficina en Arriendo, El Nogal, Medellín",El Nogal | Medellín,$5.104.000,"88 m²
1 bañ.",88,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-1-banos/11166-M6011535,11166-M6011535,1,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.250.000,"133 m²
3 hab.
3 bañ.
2 par.",133,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5569651,687-M5569651,1,19
"Casa en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$22.500.000,"381 m²
3 hab.
4 bañ.
2 par.",381,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-poblado-san-lucas-3-habitaciones-4-banos-2-garajes/20765-M6015148,20765-M6015148,1,20
"Apartaestudio en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$6.000.000,"64 m²
1 hab.
2 bañ.
1 par.",64,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/20543-M6013100,20543-M6013100,1,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.500.000,"100 m²
2 hab.
2 bañ.
2 par.",100,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-2-garajes/687-M5732851,687-M5732851,1,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.800.000,"128 m²
3 hab.
3 bañ.
2 par.",128,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5512158,687-M5512158,1,23
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.500.000,"134 m²
3 hab.
3 bañ.
2 par.",134,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5680210,687-M5680210,1,24
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.400.000,"340 m²
3 hab.
4 bañ.
3 par.",340,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5067829,687-M5067829,1,25
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.350.000,"176 m²
3 hab.
4 bañ.
2 par.",176,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5015783,687-M5015783,1,26
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.800.000,"210 m²
3 hab.
4 bañ.
2 par.",210,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4698307,687-M4698307,1,27
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$60.000.000,"1.200 m²
4 hab.
5 bañ.
4 par.",200,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.2-4-habitaciones-5-banos-4-garajes/687-M3828456,687-M3828456,1,28
"Apartamento en Arriendo, Calasanz, Medellín",Calasanz | Medellín,$2.800.000,"54 m²
2 hab.
2 bañ.
1 par.",54,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-2-habitaciones-2-banos-1-garajes/19795-M5691390,19795-M5691390,1,29
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$18.000.000,"432 m²
3 hab.
4 bañ.
3 par.",432,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5462930,687-M5462930,1,30
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$22.000.000,"260 m²
3 hab.
4 bañ.
2 par.",260,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/20765-M6015789,20765-M6015789,1,31
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.300.000,"165 m²
3 hab.
4 bañ.
3 par.",165,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5512141,687-M5512141,1,32
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.300.000,"230 m²
3 hab.
3 bañ.
2 par.",230,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5015802,687-M5015802,1,33
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$9.000.000,"120 m²
3 hab.
3 bañ.
1 par.",120,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-1-garajes/20543-M5997125,20543-M5997125,1,34
"Apartamento en Arriendo, Lalinde, Medellín",Lalinde | Medellín,$9.500.000,"121 m²
2 hab.
3 bañ.
1 par.",121,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-2-habitaciones-3-banos-1-garajes/20772-M6015479,20772-M6015479,1,35
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.200.000,"88 m²
1 hab.
3 bañ.
2 par.",88,1,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-3-banos-2-garajes/687-M5732961,687-M5732961,1,36
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$37.000.000,"1.085 m²
4 hab.
5 bañ.
4 par.",085,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M5462902,687-M5462902,1,37
"Apartamento en Arriendo, Envigado, Medellín",Envigado | Medellín,$6.500.000,"135 m²
3 hab.
3 bañ.
2 par.",135,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-sebastian-3-habitaciones-3-banos-2-garajes/20543-M6013210,20543-M6013210,1,38
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$6.700.000,"126 m²
2 hab.
2 bañ.
1 par.",126,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/20543-M6013191,20543-M6013191,1,39
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"116 m²
3 hab.
3 bañ.
2 par.",116,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M5511812,687-M5511812,1,40
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$18.000.000,"260 m²
3 hab.
4 bañ.
2 par.",260,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/20765-M6015781,20765-M6015781,1,41
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$7.500.000,"163 m²
3 hab.
3 bañ.
2 par.",163,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/19474-M5962398,19474-M5962398,1,42
"Oficina en Arriendo, Lemont, Medellín",Lemont | Medellín,$5.500.000,"59,22 m²
1 bañ.
1 par.",22,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-lemont-1-banos-1-garajes/175-M5769219,175-M5769219,1,43
"Oficina en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$93.798.600,"1.359 m²
5 bañ.
4 par.",359,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-shellmar-5-banos-4-garajes/17698-M5774426,17698-M5774426,1,44
"Apartamento en Arriendo, CALASANZ PARTE ALTA, Medellín",CALASANZ PARTE ALTA | Noroccidente | Medellín,$3.300.000,"100 m²
3 hab.
2 bañ.
2 par.",100,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alcazares-3-habitaciones-2-banos-2-garajes/16115-M6060698,16115-M6060698,1,45
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$5.250.000,"128 m²
3 hab.
4 bañ.
2 par.",128,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-4-banos-2-garajes/11813-M5777511,11813-M5777511,1,46
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$3.400.000,"85 m²
3 hab.
2 bañ.",85,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-2-banos/11813-M5965769,11813-M5965769,1,47
"Casa en Arriendo, Santa Fe, Medellín",Santa Fe | Medellín,$2.000.000,"120 m²
3 hab.
2 bañ.",120,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-santa-fe-3-habitaciones-2-banos/17698-M6062834,17698-M6062834,1,48
"Oficina en Arriendo, Laureles, Medellín",Laureles | Medellín,$2.250.000,"33 m²
1 bañ.
1 par.",33,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-laureles-1-banos-1-garajes/17698-M6062937,17698-M6062937,1,49
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$870.000,"40 m²
1 hab.
1 bañ.",40,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-1-habitaciones-1-banos/11813-M6062222,11813-M6062222,1,50
"Local Comercial en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$16.357.000,"200 m²
2 bañ.
3 par.",200,,2,3,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-shellmar-2-banos-3-garajes/17698-M5817859,17698-M5817859,1,51
"Oficina en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$3.500.000,"70 m²
1 bañ.
1 par.",70,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-lorena-1-banos-1-garajes/17698-M5825127,17698-M5825127,1,52
"Apartamento en Arriendo, LOS GONZALEZ, Medellín",LOS GONZALEZ | Suroriente | Medellín,$4.000.000,"68 m²
1 hab.
2 bañ.
1 par.",68,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-1-habitaciones-2-banos-1-garajes/16981-M6070684,16981-M6070684,1,53
"Apartamento en Arriendo, VILLA GRANDE, Medellín",VILLA GRANDE | Otros | Medellín,$3.500.000,"80 m²
3 hab.
2 bañ.
1 par.",80,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-grande-3-habitaciones-2-banos-1-garajes/16174-M6070634,16174-M6070634,1,54
"Apartamento en Arriendo, LOS COLORES, Medellín",LOS COLORES | Noroccidente | Medellín,$2.750.000,"67 m²
2 hab.
2 bañ.
1 par.",67,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-cuarta-brigada-2-habitaciones-2-banos-1-garajes/16174-M6070112,16174-M6070112,1,55
"Apartamento en Arriendo, LOMA DEL INDIO, Medellín",LOMA DEL INDIO | Nororiente | Medellín,$2.800.000,"95 m²
2 hab.
2 bañ.
1 par.",95,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-2-habitaciones-2-banos-1-garajes/16174-M6070462,16174-M6070462,1,56
"Apartamento en Arriendo, LOMA DE LOS GONZALEZ, Medellín",LOMA DE LOS GONZALEZ | Suroriente | Medellín,$4.200.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-1-garajes/16981-M6069448,16981-M6069448,1,57
"Apartamento en Arriendo, EL POBLADO EL TESORO, Medellín",EL POBLADO EL TESORO | Suroriente | Medellín,$39.900.000,"700 m²
4 hab.
5 bañ.
4 par.",700,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/17556-M5186602,17556-M5186602,1,58
"Casa en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$60.000.000,"500 m²
5 hab.
5 bañ.
4 par.",500,5,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-5-habitaciones-5-banos-4-garajes/16958-M4884657,16958-M4884657,1,59
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$6.000.000,"170 m²
4 hab.
4 bañ.
2 par.",170,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/14059-M6012487,14059-M6012487,1,60
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$9.500.000,"170 m²
4 hab.
4 bañ.
2 par.",170,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/14059-M6043504,14059-M6043504,1,61
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$14.600.000,"135 m²
3 hab.
4 bañ.
2 par.",135,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/16120-M6015246,16120-M6015246,1,62
"Apartamento en Arriendo, Lalinde, Medellín",Lalinde | Medellín,$8.700.000,"121 m²
2 hab.
3 bañ.
1 par.",121,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-2-habitaciones-3-banos-1-garajes/847-M6012249,847-M6012249,1,63
"Apartamento en Arriendo, Los Balsos, Medellín",Los Balsos | Suroriente | Medellín,$10.200.000,"125 m²
3 hab.
3 bañ.
2 par.",125,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/2398-M5553763,2398-M5553763,1,64
"Apartamento en Arriendo, LAURELES Nororiente, Medellín",LAURELES Nororiente | Noroccidente | Medellín,$6.000.000,"106 m²
3 hab.
4 bañ.
1 par.",106,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-3-habitaciones-4-banos-1-garajes/MC5943186,MC5943186,1,65
"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL Nororiente, Medellín",BELEN LOMA DE LOS BERNAL Nororiente | Suroccidente | Medellín,$3.800.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/MC5999951,MC5999951,1,66
"Oficina en Arriendo, LA CANDELARIA Nororiente, Medellín",LA CANDELARIA Nororiente | Nororiente | Medellín,$1.150.000,"4 m²
1 bañ.",4,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-1-banos/MC5850725,MC5850725,1,67
